Site,RFID Date,ColorBands,SilverBands,RFIDold,RFIDnew,Mass,WingLength,BloodSample,Feeder,Sex,MaturityTOIC,KnownHistory,Notes,Recap from pre-2015,Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
L,11/14/2015,B/W;BLACKPT,,0700EE3E16,,,69,,F3L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/W;YPT,,0700EDD7D6,,,70,,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,B/Y;BLACKPT,,0700ED9C95,,,71,,F3L,,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,B/Y;YPT,,0700EE1EB9,,,72,,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,BLACKPT;B/Grey,,0700EDD14F,,,67,,F3L,F,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,11/14/2015,GREYPT;B/G,,0700EDC6C0,,,71,L887,F8L,M,,,,,BOX 37-2 L,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,GREYPT;B/O,,0700EE1812,,,69.5,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,WPT;S2540-39279,2540-39279,011017A80B,,,65,,F3L,F,adult,S banded as chick if2.right 2013,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,YPT;B/G,,0700EDE020,,,73,L695,F8L,M,,,,,,BOX 67-4 L,BOX 67-4 L,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,YPT;B/O,,0700EDC1AB,,,74,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,YPT;B/W,,0700EDEF57,,,70,L615**NOT A LOT!,F8L,M,,,,,,,,BOX 70 L,,N,N,N,N,,N,N,N,Y,,Y-LEAR 8,,,,,,,
L,11/14/2015,YPT;B/Y,,0700EE2425,0700EDF928,,73,L917,F8L,M,,,,,BOX 67-2 L,,,,,N,N,N,N,,Y,N,Y,Y,,,,,,,,,
L,11/14/2015,YPT;B/LB,,0700EE20F1,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,YPT;B/Black,,0700EE16D8,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,11/14/2015,YPT;B/Grey,,0700ED8B6F,,,75,,F3L,M,,,,,,,,,,N,N,N,Y,,N,N,N,Y,,,,,,,,,
L,1/25/2016,B/Black;GREYPT,,0700EE17CA,,,73,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,B/G;GREYPT,,0700EE2A32,,,71,,F8L,,,,,,,,,,,N,N,Y,N,,N,N,Y,Y,,,,,,,,,
L,1/25/2016,YPT;S2540-39281/O,2540-39281,0700EE38ED,,,71,,F8L,,adult,S banded as chick if2.right 2013,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,B/Grey;GREYPT,,0700EE3B91,,,72,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,B/LB;GREYPT,,0700EDDB0C,,,71,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,B/O;GREYPT,,0700EDDE94,,,67,,F8L,F,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,B/W;GREYPT,,0700EDB578,,,72,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,B/Y;GREYPT,,0700ED9C97,,,68,,F8L,,,,Recap 2/12/16 at LEAR8,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,BLACKPT;Y/B,,0700EDA00D,,,73,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,BLACKPT;Y/LB,,0700EE1454,,,67,,F8L,F,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,BLACKPT;Y/G,,0700EE3E64,,,75,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,BLACKPT;Y/W,,0700EDCB5E,,,69,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,BLACKPT;Y/O,,0700EDFE25,,,75,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,BLACKPT;Y/Black,,0700EE2033,,,75,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,BLACKPT;Y/Grey,,0700EE0FBD,,,74,L379,F3L,M,,,,,,,,BOX IF5 L,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,BLUEPT;Y/B,,0700EE2499,,,67.5,,F8L,,,,,,,,,,,N,N,N,N,,N,N,Y,Y,,Y-LEAR 8,,,,,,,
L,1/25/2016,BLUEPT;Y/O,,0700EDC1B1,,,72,L693,F8L,M,,,,,,BOX 51-1 L,BOX 51-1 L,,,N,N,N,N,,N,N,Y,Y,,,,,,,,,
L,1/25/2016,BLUEPT;Y/Black,,0300036E10,,,74,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,Y,Y,,Y-LEAR 8,,,,,,,
L,1/25/2016,BLUEPT;Y/Grey,,03000212EE,,,69,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,GREYPT;B/W,,0700EE2C3C,,,71.5,,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,GREYPT;B/Y,,0700EE436E,,,76,,F3L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,GREYPT;B/LB,,0700ED9919,,,74,,F3L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,GREYPT;B/Black,,0700EE046F,,,71,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,GREENPT;S2720-43529,2720-43529,011017A287,,,70,,F8L,,adult,S banded as chick box 1 L 2014,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,YPT;S2700-26868/Y,2700-26868,0700EE2C01,,,76,,F8L,M,,Not our bird; awaiting banding data from USGS,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,GREYPT;B/Grey,,0700EDCDC8,,,76,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,Y/B;BLUEPT,,0700EDE405,,,73,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,Y/B;BLACKPT,,0700EDA33C,,,70,,F3L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,Y/Black;BLUEPT,,0700EDE944,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,Y/G;BLUEPT,,0700EE232A,,,73,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,1/25/2016,Y/Grey;BLUEPT,,0700EE279D,,,69,L617,F8L,F,,,,,BOX 77 L,BOX 83 L,BOX 78 L; BOX 83 L,BOX 82 L,,N,N,Y,N,,N,N,Y,Y,,Y-LEAR 8,,,,,,,
L,1/25/2016,Y/LB;BLUEPT,,030003CB5F,,,74,,F8L,M,,,Recap 2/12/16 @ LEAR8,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,Y/O;BLUEPT,,0700EDC71D,,,73,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,1/25/2016,Y/W;BLUEPT,,0700EE3D3A,,,68,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,2/12/2016,YPT;S2720-43561/B,2720-43561,0700EDEAA5,,,74,,F8L,M,adult,Formerly S; banded as chick in 2014 at 64B low,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,2/12/2016,YPT;Y/B,,0700EDC9F4,,,71,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,2/12/2016,YPT;Y/LB,,0700EE1384,,,74,,F8L,M,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,2/12/2016,Y/Black;BLACKPT,,0700EDE2B8,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,Y,Y,,,,,,,,,
L,2/12/2016,Y/G;BLACKPT,,0700EDA90A,,,68,L393,F8L,F,,,,,,,BOX 61-2 L,BOX 61-1 L,,N,N,Y,N,,N,N,Y,Y,,Y-LEAR 8,,,,,,,
L,2/12/2016,Y/Grey;BLACKPT,,0700EDCA6D,,,70,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,N,,,,,,,,,
L,2/12/2016,Y/LB;BLACKPT,,0700EDBDFF,,,72,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,2/12/2016,Y/O;BLACKPT,,0700EDD168,,,68,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,2/12/2016,Y/W;BLACKPT,,0700EE06E9,,,72,,F8L,,,,,,,,,,,N,N,N,N,,N,N,N,Y,,,,,,,,,
L,6/18/2016,YPT;Y/G,,0700EE1A6C,,,72,L377,BOX 3 L,M,adult,,,,,,,BOX 3 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/18/2016,YPT;Y/W,,0700EDAD4A,,,69,L378,BOX 3 L,F,adult,,,,,,,BOX 3 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/20/2016,YPT;Y/O,,0700EDD5E8,,,73.5,L381,BOX 46 L,M,adult,,,,,BOX 46 L,BOX 47-1 L,BOX 46 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/21/2016,YPT;Y/Black,,0700EDE165,,,67,L382,BOX IF5 L,F,adult,,,,,,,BOX IF5 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/21/2016,YPT;Y/Grey,,0700EE1C15,,,71,L383,BOX 1 L,M,adult,,,,,,,BOX 1 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/21/2016,Y/B;YPT,,0700EDF4FF,,,71,L384,BOX 81 L,M,adult,Bred twice 2016; found dead in box 80 L late summer; latter brood predated also,DIED BOX 80 L AUG 2016,,,,,BOX 80; BOX 81,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/22/2016,YPT;S2540-39259/Grey,2540-39259,0700ED8674,,,68,L388,BOX 81 L,F,adult,S banded f3.right 2013,mate from 2016 breeding season predated in box,,,,,BOX 81 L; second nest BOX 80 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/22/2016,Y/G;YPT,,0700ED925A,,,68.5,L387,BOX 77 L,F,adult,,,,,,BOX 76 L,BOX 77 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/22/2016,Y/LB;YPT,,0700EE32E4,,,69,L386,BOX IF1A L,M,adult,,,,,,,BOX IF1A L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/22/2016,Y/W;YPT,,0700EDCBBD,,,69,L389,BOX 77 L,M,adult,,,,,,,BOX 77 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/24/2016,YPT;S2720-43521/Black,2720-43521,0700EDCD28,,,65,L424,BOX 48 L,F,adult,S banded as chick 2014 box 34 L,,,,BOX 49-1 L,BOX 49-1 L,BOX 48 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/24/2016,Y/Black;YPT,,0700EDDC89,,,68,L425,BOX 9 L,F,adult,,,,,,,BOX 9 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/24/2016,Y/Grey;YPT,,0700ED977D,,,68,L432,BOX 48 L,M,adult,,,,,,BOX 49-1 L,BOX 48 L,,N,N,N,,,N,N,N,,,,,,,,Y- F6L 12/28 caught w/ 0700EDBB53,,
L,6/24/2016,Y/O;YPT,,0700ED9EE4,,,74,L422,BOX 9 L,M,adult,,,,,,,BOX 9 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/26/2016,GREYPT;Y/B,,0700EE0D03,,,68.5,L472,BOX 55-3 L,F,adult,,,,,,,BOX 55-3 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/27/2016,GREYPT;Y/LB,,0700ED915E,,,68.5,L503,BOX 5 L,F,adult,,,,,,,BOX 5 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/27/2016,GREYPT;Y/G,,0700ED9C8F,,,69,L504,BOX 5 L,M,adult,,,,,,,BOX 5 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/28/2016,GREYPT;Y/W,,0700EE21FA,,,70,L513,BOX 90 L,M,adult,,,,,,BOX 90 L,BOX 90 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/28/2016,GREYPT;Y/O,,0700EDBA4F,,,66,L514,BOX 90 L,F,adult,,,,,,BOX 90 L,BOX 90 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,6/30/2016,GREYPT;Y/Black,,0700ED9500,,,65,L544,BOX 21 L,F,adult,,,,BOX 19 L,,BOX 19 L,BOX 21 L,,N,N,N,,,N,N,Y,,,,,,,,Y-F3L 1/27; F3L 3/1,,
L,6/30/2016,GREYPT;Y/Grey,,0700EE29F8,,,65,L545; L767,BOX 66 L,F,adult,,,,BOX 68 L,BOX 66 L,BOX 64A L,BOX 66 L,,N,N,N,,,N,N,N,,,,,,,F9L 10/30; F9L 12/11,,,
L,7/1/2016,Y/B;GREYPT,,0700EE4194,,,66,L546; L694,BOX 59 L,F,adult,,,,,,BOX 58-2 L,BOX 59 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/1/2016,Y/LB;GREYPT,,0700EE048B,,,66,L547,BOX 16 L,F,adult,,,,,BOX 16 L,BOX 16 L,BOX 16 L,,N,N,Y,,,N,N,Y,,,,,,,,Y- F3L 3/1,,
L,7/7/2016,Y/Black;GREYPT,,0700EDC408,,,65,L618,BOX 70 L,F,adult,,,,BOX 67-4 L,,BOX 67-4 L,BOX 70 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/7/2016,Y/G;GREYPT,,0700EE251E,,,70,L613,BOX 8 L,F,adult,,,,BOX 8 L,BOX 8 L,BOX 8 L,BOX 8 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/7/2016,Y/O;GREYPT,,0700EDC2C3,,,71,L616,BOX 82 L,M,adult,,,,,,,BOX 82 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/7/2016,Y/W;GREYPT,,0700EE1296,,,?,L614,BOX 8 L,M,adult,,,,,,,BOX 8 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/11/2016,YPT;G/S2740-25033,2740-25033,0700EE3D35,,,65.5,L634,BOX 51 L,F,adult,S banded as chick box IF2 in 2015,,,,,,BOX 51 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/11/2016,Y/Grey;GREYPT,,0700EDD85C,,,70.5,L635,BOX 51 L,M,adult,,,,BOX 50 L,BOX 51 L,,BOX 51 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/27/2016,BLUEPT;O/B,,0700EDDE74,,,74,L639,BOX 84 L,M,adult,,,,,,,BOX 84 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,7/27/2016,BLUEPT;O/LB,,0700EDBECC,,,67,L640; L728,BOX 84 L,F,adult,,,,,,BOX 84 L,BOX 84 L,,N,N,N,,,N,N,N,,,,,,,,,,
L,12/28/2016,BLUEPT;O/G,,0700EDC2E5,,,68,,F5L,F,,,DIED BOX 37-3 L JUNE 2017. Caught w/ 0700EE28C5 @TOIC,,,,BOX 37-3 L,,,N,N,N,,,N,N,N,,,,,,,,,,
L,12/28/2016,BLUEPT;O/W,,0700EE28C5,,,73,,F5L,M,,,Caught w/ 0700EDC2E5 @TOIC,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
L,12/28/2016,BLUEPT;O/Y,,0700EDBB53,,,71.5,,F6L,,,,Caught w/ 0700ED977D @TOIC,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,12/28/2016,BLUEPT;O/Black,,0700ED9109,,,69,L692; L816,F5L,F,,,,,BOX 39-3 L,BOX 39-3 L 06/10,BOX 39-3 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,12/28/2016,BLUEPT;O/Grey,,0700ED8B76,,,68,L710,F6L,F,,,,,BOX 41-1 L,BOX 41-1 L,BOX 41-1 L,,,N,N,N,,,N,N,N,,,,,F5L 08/26,,,,,
L,12/28/2016,YPT;Grey/S2740-25601,2740-25601,0700EDF1E9,,,69,,F6L,,juv,Nestling from Box 61-1 L 2016,Caught w/ 0700ED9211 @TOIC,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
L,12/28/2016,BLACKPT;O/B,,0700ED9211,,,65,L879,F6L ,F,,,Caught w/  0700EDF1E9,,BOX 43 L,,,,,N,N,N,,,N,N,N,,,,,,,,,,
L,1/16/2017,BLACKPT;O/G,,0700EDDFA2,,,69,,F8L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/16/2017,BLACKPT;O/LB,,0700EE0FAF,,,68,,F8L,,,,Detected at LOW and HIGH arrays F2016/W17,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/16/2017,BLACKPT;O/W,,0700EE256C,,,71,,F8L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/16/2017,BLUEPT;S2740-25572/O,2740-25572,0700EDB48F,,,67,L726,F8L,M,juv,Nestling from Box 77 L 2016,,,,,BOX 55-10 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/16/2017,BLACKPT;O/Y,,0700EDC24A,,,69,L832; L684,F8L,M,,,,,BOX 64 L,BOX 58-3 L,BOX 62-1 L,,,Y,N,Y,,,Y,Y,Y,,,,,,F8L 03/18 feather taken 2019,,,,
L,1/27/2017,BLUEPT;S2740-25688/G,2740-25688,0700EE19FA,,,65,,F3L,F,juv,Nestling from Box B5-1 H 2016,Moved back to H thus NOT a Disperser,,,,,,,N,N,N,,,N,N,Y,,,,,,,,Y-F3L 3/1,,
L,1/27/2017,BLACKPT;O/Black,,0700EDEF54,,,68,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,BLACKPT;O/Grey,,0700EDD1DF,,,70,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,YPT;LB/O,,0700EDCDE0,,10.79,67.5,L748,F3L,,,,Was Y PT;O/B; Changed to Y PT;LB/O because of duplicate code 3/1/2017,,,,,,,N,N,Y,,,N,N,Y,,,,,,,Y F4L Aug 23,Y-3/1 F3L,,
L,1/27/2017,YPT;O/LB,,0700EE1C48,,,69.5,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,Y-3/1 F3L,,
L,1/27/2017,YPT;O/G,,0700EE43D8,,,68.5,,F3L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,BLUEPT;S2740-25678/LB,2740-25678,0700EE343A,,,67,,F3L,F,juv,Nestling from Box 47 L 2016,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,YPT;O/W,,0700EDFF05,,,69,L701,F3L,F,,,,,,BOX 15 L,BOX 10 L,,,N,N,N,,,N,N,N,,,,,,,,,,
L,1/27/2017,YPT;O/Y,,0700ED9DB6,,,67,,F3L,F,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
L,1/27/2017,YPT;O/Black,,0700EDD96A,,,67,L703; L777,F3L,M,,,,,BOX 22-1 L,BOX 23 L,BOX 23-1 L,,,N,N,Y,,,N,N,Y,,,,,,,F2L 11/22,,,
L,1/27/2017,YPT;O/Grey,,0700EE433B,,,68.5,,F3L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,GREYPT;O/B,,0700ED9E1B,,,67,,F3L,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,GREYPT;O/LB,,0700EDF53A,,,68.5,,F3L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,GREYPT;O/G,,0700EDD36F,,,68,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,GREYPT;O/W,,0700EDEF3F,,,64.5,L826,F3L,F,,,,,BOX 29-5 L,BOX 30-7 L,BOX 30-8 L,,,N,N,Y,,,N,N,Y,,,,,,,,Y- F3L 3/1,,
L,1/27/2017,GREYPT;O/Y,,0700EE1337,,,70,L825,F3L,M,,,,,BOX 29-5 L,BOX 29-3 L,BOX 30-6 L,,,N,N,Y,,,N,N,Y,,,,,,,F3L 04/13,,,
L,1/27/2017,GREYPT;O/Black,,0700ED87C0,,,70,,F3L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,GREYPT;O/Grey,,0700EE16E7,,,69,,F3L,,,,Mites present on recap 3/1/2017,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,Y-F3L 3/1,,
L,1/27/2017,O/B;BLUEPT,,0700EDD1FB,,,68,L817,F3L,F,,,incorrect nest record,,,BOX 9 L 06/10; 06/12 Bled very little blood,BOX 9 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/LB;BLUEPT,,0700EE1199,0700EE40A2,,68.5,L717,F3L,M,,,pics and feather taken 2018,,BOX 10 L,BOX 12 L,BOX 12 L,,,N,N,Y,,,N,N,Y,,,,,F1L 09/23,F1L 10/19,,,,
L,1/27/2017,O/G;BLUEPT,,0700ED8FCF,,,69,,F3L,M,,,,,,BOX 30-4 L,,,,N,N,Y,,,N,Y,Y,,,,,,F3L 10/19,F3L 04/13,,,
L,1/27/2017,O/W;BLUEPT,,0700ED987E,,,72,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Y;BLUEPT,,0700EDED17,,,66,,F8L,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Black;BLUEPT,,0700EDADBD,,,64,,F8L,F,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Grey;BLUEPT,,0700EDC823,,,72,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/B;BLACKPT,,0700EDCFBE,,,71,L699; L878,F3L,F,,,,,BOX 9 L,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/LB;BLACKPT,,0700ED941D,,,72,,F8L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,BLUEPT;S2740-25617/B,2740-25617,0700EDD5D2,,,68,,F8L,,juv,Nestling from Box 48 L 2016,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/G;BLACKPT,,0700ED9FF7,,,68,,F8L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/W;BLACKPT,,0700EDBE83,,,68,,F8L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Y;BLACKPT,,0700EDE789,,,69,,F8L,,,,Bad toe on R leg,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,S2740-25848;GREENPT,2740-25848,0700ED9457,,,66,,F8L,F,juv,Nestling from Box 29-1 H 2016,Nestling from Box 29-1 H 2016; NOT a disperser as bird disappeared from low,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Black;BLACKPT,,0700EE1498,,,67,,F8L,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/Grey;BLACKPT,,0700EE2A0C,,,67,,F8L,F,,,DEAD IN BOX 55-10 L,,,,BOX 55-10 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/B;YPT,,0700EDB90F,,,71,,F8L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,BLUEPT;S2740-25585/Grey,2740-25585,0700EDA7DF,,,66,L753,F8L,F,juv,Nestling from Box 27A L 2016,,,,,,,,N,N,Y,,,Y,N,Y,,,,,,,Y F7L 25 AUG,,,
L,1/27/2017,O/LB;YPT,,0700ED8B89,,,70,,F8L,,,,Detected at LOW and HIGH arrays F2016/W17,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,1/27/2017,O/G;YPT,,0700EDF74B,,,71.5,L687,F3L,M,,,,,,,BOX 25-3 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/30/2017,O/W;YPT,,0700ED875A,,,69,,F8L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/30/2017,O/Y;YPT,,0700EE3769,,,70,,F8L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,1/30/2017,O/Black;YPT,,0700ED8F33,,,71,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/Grey;YPT,,0700EE3513,,10.92 (not @ TOIC),67,L739,F3L,F,,,trapped with 0700EE28B9 8/23/17,,,BOX 37-3 L,,,,N,N,Y,,,N,N,Y,,,,,,,Y- F4L 23 AUG,,,
L,2/24/2017,O/B;GREYPT,,0700EE3DBD,,,66.5,,F3L,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/LB;GREYPT,,0700EDDD80,,,72,L776,F3L,M,,,,,,,BOX 22-1 L,,,N,N,N,,,N,N,Y,,,,,,,F2L 11/22; F2L 01/07/18;,,,
L,2/24/2017,O/G;GREYPT,,0700EDB814,,,72,,F3L,,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/W;GREYPT,,0700EE167B,,,73,,F3L,M,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/Y;GREYPT,,0700ED8ABC,,,73,L842,F3L,M,,,,,,BOX 25-1 L,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/Black;GREYPT,,0700ED8D09,,,68,,F3L,,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
L,2/24/2017,O/Grey;GREYPT,,0700ED8AD1,,,64,,F3L,F,,,,,,,,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,BLUEPT;W/B,,0700EE41BD,,,73,,F3L,M,,,,,,,,,,N,N,N,,,N,N,N,,,,,,,,,,
L,2/24/2017,BLUEPT;W/LB,,0700EE009C,,,71,L686,F3L,F,,,,,,,BOX 15 L,,,N,N,Y,,,N,N,Y,,,,,,,,,,
L,2/24/2017,BLUEPT;W/G,,0700EE358E,,,66,,F3L,F,,,,,,,,,,N,N,N,,,N,N,Y,,,,,,,,,,
