Site,RFID Date,Julian RFID,Time,LEFT,RIGHT,RFID,OLD RFID,Mass (g),Wing Length,Blood sample,Feeder,Sex,Maturity at TOIC,Known history,Notes,Recap from pre-2015, Breeding 2019,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Tested F18_W19,Tested F17_W18,Tested F16_W17,Tested F15_W16,Tested F14_W15,Detected F18_W19,Detected F17_W18,Detected F16_W17,Detected F15_W16,Detected F14_W15,Detected April_16,Detected May_16,Recap F19-20,Recap F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15
H,8/29/2014,241,0.458333333,Blue,R PT,0700EDD22B,,9.8,68,H6,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,8/29/2014,241,0.333333333,G/S2540-39396,R PT,0700ED9F8E,,13.32,74,H1,F3H,M,adult,formerly S; Banded as Chick from 22B 2013,,,,,,,BOX 18-2 H,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,Y - F8H 12/22/14 
H,8/29/2014,241,0.333333333,R PT,,030002D9C7,,10.91,69,H2,F3H,,juv,,not molting; juve,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F4H 11/6/15,Y - F3H 9/5/14; F3H 11/26/14
H,8/29/2014,241,10.05,R PT,R,0700EE2FE7,0700EDF64A,12.18,71,H5; H343,F3H,M,,,,,BOX 24-1 H,BOX 24-1 H,BOX 21 H,BOX 21 H,BOX 22-1 H,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,F4H 09/20,,,Y- 12/7/2016 F4H,Y-F3H 8/28/15,
H,8/29/2014,241,0.490972222,R PT,Blue,0700EE0597,,12.25,72,H7,F4H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,8/29/2014,241,0.333333333,R/S2720-43450,R PT,0700EDC401,,12.27,71.5,SHH_124,F4H,M,adult,originally banded 2013 F3H,,Y - formerly S; R,,,,BOX 29-1 H,,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y-F4H? 11/6,
H,8/29/2014,241,0.334027778,S2720-43464,R PT,0700EDDDC8,,12.18,72,SHH_138,F2H,,adult,originally banded 2013 F2H,,Y - formerly S; Gr/Gr,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,8/29/2014,241,0.368055556,Y/S2720-43447,R PT,030001CC84,,12.04,71.5,H4; H348,F1H,M,adult,originally banded 2013 F1H,molting primaries; secondaries; Detected at LOW and HIGH F2014/W15,Y,,,BOX 1-1 H; BOX B2 H,BOX 1 H,BOX B2 H,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,,,Y-F1H 9/7/2015,
H,8/29/2014,241,0.368055556,,R PT,0700EDAFE3,,11.76,69.5,H3,F1H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,Y - F1H 9/5/14
H,9/5/2014,248,0.486111111,Black,R PT,0700EDE474,,13.45,72,H20,F3H,,adult,,adult,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,9/5/2014,248,0.486111111,Black/S2720-43768,R PT,0700EDBED1,,12.31,70.5,H19,F3H,,juv,formerly S; Banded as chick from box 33 2014,juve,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/5/2014,248,0.4375,G,R PT,0700EE31AE,,11.95,71.5,H17,F3H,M,,,,,,,,BOX 33-1 H,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,Y-11/21/2016 F3H,,Y - F5H 11/12/14
H,9/5/2014,248,0.486111111,Grey,R PT,0700EE0DD0,,10.16,69,H21,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/5/2014,248,0.416666667,Grey/S2540-39416,R PT,0700EDE211,,13.03,72.5,H12,F5H,,adult,formerly S; Banded as Chick 2013 Box 44,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,9/5/2014,248,0.4375,LB,R PT,0700EE1FB2,,11.48,73.5,H16,F3H,M,adult,,adult,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
H,9/5/2014,248,0.458333333,LG,R PT,0700EDBC17,0700EDB889,11.9,71.5,H18,F5H,M,juv,,juve,,,,,,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y-HEAR 3,,,,,,,
H,9/5/2014,248,0.340277778,LG/S2720-43462,R PT,0700EE3EF6,,11.24,69,H176; SHH_136,F3H,F,adult,originally banded on 11/30/13 at F4H,,Y - formerly S;Y/R ,,,,,BOX 28 H,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y - 10/2 at F4H,
H,9/5/2014,248,0.46875,O,R PT,0700EE0380,,10.67,70.5,H22,F2H,,adult,,adult; was badly tangled; Detected LOW and HIGH F2014/W15,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,Y - F2H 11/5/14
H,9/5/2014,248,0.340277778,O/S2720-43460,R PT,0700EDBD06,,12.21,70,SHH_ 134; H9; H374,F3H,M,adult,Trapped on 11/30/13 at F4H; Not brought into lab,,Y,,,,,BOX 24 H,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F4H 9/11; F3H 11/11,Y - F8H 12/22/14
H,9/5/2014,248,0.340277778,R,R PT,0700ED9AAB,,12.3,72.5,H183,F3H,M,,Formerly R;LB,,Y,,BOX 22-B H,BOX 24 H,BOX 25 H,BOX 28 H,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,,,
H,9/5/2014,248,0.34375,R PT,LG,0700EE14BA,,12.05,70,H10,F2H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,Y - F6H 9/12/14
H,9/5/2014,248,0.368055556,R PT,Black,0700EDB44D,,12.34,72,H11,F6H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/5/2014,248,0.416666667,R PT,Grey,0700EDCCCF,,12.26,72.5,H13,F5H,,,,,,,,,,,N,Y,Y,N,N,Y,Y,Y,N,Y,,,,,,,,Y - F5H 1/1/15
H,9/5/2014,248,0.416666667,R PT,Y,0700EE0A3B,,9.51,66.5,H14,F5H,F,juv,,no molt; juve,,,,,,BOX 36 H,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,,Y - F6H 11/12/14; F3H 3/21/15
H,9/5/2014,248,0.416666667,R PT,O,0700EE1431,,12.5,70.5,H15,F5H,M,,,,,,BOX 40 H,,BOX 41 H,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,,,
H,9/5/2014,248,0.340277778,R PT,G,0700EDF259,,12.15,69.5,H8,F3H,F,,,,,,,,BOX 25 H?,BOX 24 H,N,N,N,Y,N,N,N,N,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,,,Y - F4H 11/12/14
H,9/5/2014,248,0.340277778,R PT,LB,0700EE3300,,,69,NA,F4H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/5/2014,248,0.340277778,W/S2720-43461,R PT,0700EE0514,,12.36,72.5,SHH_135; H160,F4H,M,adult,originally banded on 11/30/13 at F4H ,,Y - formerly S; R/Y ,,,,,BOX 26 H,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
H,9/5/2014,248,0.46875,Y,R PT,0700EE1A2B,,11.27,70,NA,F2H,,adult,,adult; was badly tangled,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/12/2014,255,0.451388889,R PT,R/R,0700EE26F2,,,,H23,F5H,F,adult,,adult,,,,,,BOX 38 H,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,9/12/2014,255,0.451388889,R PT,G/G,0700EE2D20,,11.96,74.5,H24,F5H,M,adult,,adult,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/19/2014,262,,R PT,Blue/Blue,0700EDFED4,,11.6,69,H26,F1H,F,,,Detected at LOW and HIGH F2014/W15,,,,,,BOX 5 H,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,9/19/2014,262,0.46875,R PT,Black/Black,030002A624,,13.36,69.5,H27,F5H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,9/19/2014,262,,R/S2720-43445,Y PT,0700EE2693,030001F885,13.04,71,"H25, H805",F1H,M,adult,S banded 2013 F1H,DUPLICATE COLOR CODE; Detected at LOW and HIGH F2014/W15,Y,BOX 10 H,BOX 10 H,,BOX 7 H,BOX 5 H,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,F2H 11/29,,,
H,11/5/2014,309,0.489583333,Black/Black,R PT,0700EDA35E,,11.74,70.5,H35,F2H,F,adult,,adult F,,,,,,,N,N,N,N,N,N,N,N,Y,Y,,,,,,,Y-F2H 9/21/15,
H,11/5/2014,309,0.489583333,Blue/Blue,R PT,0300025F50,,12,70.5,H34,F2H,M,,,Detected at LOW and HIGH F2014/W15,,,BOX B9 H,BOX B5-1 H; BOX B9 H,BOX B5-1 H,BOX B11 H,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,,Y-F2H 12/30/2016,,
H,11/5/2014,309,0.388888889,R PT,LG/LG,0700ED9EEE,,11.93,68,H28; H334,F1H,,,,pair with RED PT; LB/LB at time of first capture; acted strange and limp but flew well; Detected LOW and HIGH F2014/W15,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,Y-F1H 8/21/15,Y - F1H 12/28/14
H,11/5/2014,309,0.388888889,R PT,LB/LB,03000208C0,,11.28,68,H29,F1H,,,,pair with RED PT; LG/LG at time of first capture; took 5 min to fly away. Present LEAR 8 April 2016. Detected at LOW and HIGH F2014/W15; Recaptured 8/21/15 with R PT; Grey/LG (0700EDDE6B),,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,Y-HEAR 1; LEAR 3,Y-HEAR 1,,,,,,Y -  F1H 1/1/15
H,11/5/2014,309,0.430555556,R PT,Y/Y,0300025985,,11.95,71.5,H30,F1H,,,,Detected at LOW and HIGH F2014/W15,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,11/5/2014,309,0.482638889,R PT,O/O,0300019589,,11.23,71,H31; H393,F1H,M,,,pair with red pt; grey/grey at time of first capture,,,,,,BOX 1 H,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,Y - F1H 10/7,
H,11/5/2014,309,0.482638889,R PT,Grey/Grey,0700EDD03A,,11.66,71,H32,F1H,,,,pair with red pt; o/o at time of first capture; Detected at LOW and HIGH F2014/W15,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,Y - F2H 11/12/14; F1H 1/1/15 
H,11/5/2014,309,0.489583333,R/R,R PT,030001D152,,11.91,71.5,H33; H365; H644,F2H,M,adult,,,Y - formerly LG; R,,,BOX 5A H,BOX 4A H,BOX 6 H,N,N,Y,Y,N,N,N,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,F1 H; 8/15,,Y-F1H 9/7/15,
H,11/12/2014,316,0.482638889,G/G,R PT,0700EE3D42,,10.67,70,H37,F6H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,11/12/2014,316,0.4375,S2540-39407/R,R PT,030003735A,,12.93,74,H36,F5H,M,adult,S banded as chick 2013 from box 11,,,,,BOX 34 H,BOX 34 H,BOX 34 H,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y-HEAR 1; HEAR 3,Y-HEAR 3,,,,Y- 11/21/2016 F3H,,
H,11/12/2014,316,0.354166667,S2740-25025/G,R PT,03000317F8,,12.28,71.5,none,F3H,,juv,S Banded as chick 2014  from box 41,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,11/17/2014,321,0.385416667,LB/LB,R PT,030002F6A9,,11.35,69,H39,F8H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,11/17/2014,321,0.370138889,LG/LG,R PT,0300026EA2,,12.4,74,H38,F7H,M,,,DUPLICATE COLOR CODE,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,Y - F7H 11/26/14
H,11/26/2014,330,0.430555556,Grey/Grey,R PT,0300019B2E,,11.06,70,H42,F7H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,11/26/2014,330,0.430555556,O/O,R PT,0700EE2AD9,,11.34,70,H41,F7H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,11/26/2014,330,0.53125,R PT,R/Black,0700EE0863,,11.66,67.5,H44; H369,F1H,M,adult,,Detected at LOW and HIGH arrays F2014/W15,,,,,,BOX 4 H,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y-F2H 9/11/15,
H,11/26/2014,330,0.527777778,R PT,R/Blue,0700EE0384,,10.8,68,,F3H,,,,KILLED LATE 2015,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
H,11/26/2014,330,,Y/Y,R PT,0700EDD82A,030001F664,12.5,73,"H40; H387, H814",F2H,M,,,,,BOX 5 H,BOX 5-2 H,BOX 6 H,BOX 15 H,,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,F1H 11/17,,Y - F2H 10/2; F1H 10/30,
H,12/22/2014,356,0.586805556,R PT,R/G,0700EDE8C0,,11.92,69,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,Y-F4H? 11/6,
H,12/22/2014,356,0.597222222,R PT,R/LB,0700EE0EC4,,12.38,67,,F3H,F,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,12/22/2014,356,0.599305556,R PT,R/LG,0700ED8AF6,,11.38,68,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,Y - F3H 3/21/15
H,12/22/2014,356,0.625,R PT,R/O,0700EE2030,,12.4,69,,F3H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,12/22/2014,356,0.629166667,R PT,R/Y,0700EE40D6,,11.32,66,,F3H,F,,,,,,,,BOX 26 H,,N,N,N,Y,Y,N,N,N,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,,,
H,12/22/2014,356,0.633333333,R PT,R/Grey,0700EDF35F,,11.62,69,H344; H368,F3H,F,,,,,,,BOX 20A H,BOX 18-3 H,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-HEAR 1; HEAR 3,Y-HEAR 1; HEAR 3,,,,,Y-F1H 9/2/15; F5H 9/7/15,
H,12/22/2014,356,,R/Black,R PT,0700EDBA2B,,11.77,67,H159,F3H,F,,,Broken toe nail (on recap 10/30/15),,,,,,BOX 26 H,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y-F4H 10/30/15,
H,12/22/2014,356,,R/Blue,R PT,0700EDA565,,12.89,73,H372,F3H,M,,,,,,,,BOX 18-3 H,,N,N,N,Y,Y,N,N,N,Y,Y,Y-HEAR 1; HEAR 3,Y-HEAR 3,,,,,Y-F3H 9/11/15,
H,12/22/2014,356,,R/G,R PT,0700EDD1CE,,12,70,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,12/22/2014,356,,R/LG,R PT,0700EE16FB,,12.56,72,H342,F3H,,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F3H 8/28/15; F4H 10/30,
H,12/28/2014,362,,R PT,Blue/R,0700EE0490,,11.83,71,,F1H,,,,Recap w/ Y PT; R (0700EE3FC8) 11/4/15,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F8H 11/4/15,
H,12/28/2014,362,,R/Grey,R PT,0700EE0F9F,,11.26,67,,F1H,F,,,,,,,,,,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,,
H,12/28/2014,362,0.580555556,R/LB,R PT,0700EE4484,,12.1,70,,F1H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,12/28/2014,362,0.624305556,R/O,R PT,03000346D4,,12.98,71,,F1H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,12/28/2014,362,0.615972222,R/Y,R PT,0300026637,,10.61,67,,F1H,F,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,,
H,1/1/2015,1,0.578472222,Black/R,R PT,0700EDDCC6,,12.54,73,,F1H,M,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,Y-F1H 11/11,
H,1/1/2015,1,0.577777778,Blue/R,R PT,0700EDFFE1,,13.56,75.5,H199,F1H,M,,,,,,,,,BOX 13 H,N,N,Y,N,N,Y,Y,Y,N,Y,,,,,,,,
H,1/1/2015,1,0.598611111,G/R,R PT,0700EDA894,,12.73,69,,F1H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.622222222,Grey/R,R PT,0700ED8660,,,70,H613,F3H,M,,,,,,,,BOX 20 H,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,,,,Y- F4H 11/24/2016; F3H 22/12/2016,,
H,1/1/2015,1,0.6125,LB/R,R PT,0700ED8DFB,,12.63,70,,F3H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.600694444,LG/R,R PT,0700EE101D,,11.95,70,,F1H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/1/2015,1,0.619444444,G PT,,011017A7DF,0700EDC61E,12.56,69,H286; H678; H769,F3H,M,,,Stumpy! Removed PIT tag; new RFID 011017A7DF. Stumpy lives! PIT tag previously removed due to injury; NEW PIT placed on healthy leg and old color bands removed -- Jan 2018,,BOX 43-2 H,BOX 43-2 H,BOX 21-1 H,BOX 22-1 H,BOX 29 H,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y-HEAR 3,Y-HEAR 3,,,F4H 9/8,Y-F4H 11/21/2016; F3H 11/30/2016,,
H,1/1/2015,1,0.479166667,R PT,Black/R,0700EDBA30,,11.35,65,H223,F1H,F,,,,,,,,,BOX 4 H,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.644444444,R PT,Blue/Black,030003315D,,,71,H260,F3H,M,,,,,,,,,BOX 38 H,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.503472222,R PT,LB/R,0700ED87E0,,11.46,70.5,H45; H377,F1H,M,,,pair w R PT; LG/R? at time of first capture,,,,,,BOX B5-1,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F1H 9/11/15; F1H 10/30/15,
H,1/1/2015,1,0.5,R PT,LG/R,0700ED9204,,12.52,70,,F1H,,,,pair w R PT; LB/R at time of first capture,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.515277778,R PT,Y/R,030002B8FF,,12.75,71,H496; H706,F1H,M,,,,,BOX 8A H,BOX 4A H,BOX 7 H,BOX 4 H,,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y-HEAR 1,Y-HEAR 1,,,F2H 9/15; F2H 11/24,,,
H,1/1/2015,1,0.517361111,R PT,O/R,0700ED9A1A,,11.2,66.5,,F1H,F,,,,,,,,BOX 9A H,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/1/2015,1,0.575,R PT,Grey/R,0300038EB7,,10.88,68,,F1H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/1/2015,1,,R PT,G/R,0300020A3F,,11.25,69,,F1H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.645833333,R PT,Blue/LB,0700EE1B2F,,,74,H386,F3H,M,,,,,,,,,,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y - F3H 10/2,
H,1/1/2015,1,0.661805556,R PT,Blue/G,030002DFC6,,,66,,F3H,F,,,,,,,,,,N,N,N,N,N,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,,R PT,Blue/LG,0700EDE992,,,68.5,,F3H,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/1/2015,1,0.616666667,Y/R,R PT,030003824B,,12.65,70,,F3H,,,,,,,,,,,N,N,N,N,Y,N,N,N,Y,Y,,,,,,,Y-F4H 11/11,
H,1/9/2015,9,0.631944444,Blue/Black,R PT,0300032182,,,65,,F3H,F,,,,,,,,,,N,N,N,Y,Y,N,N,Y,Y,Y,,,,,,,Y-F4 11/11,
H,1/9/2015,9,0.631944444,Blue/G,R PT,0700ED9EB2,,,71.5,,F3H,,,,,,,,,,,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F4H 10/30/15,
H,1/9/2015,9,0.631944444,Blue/LB,R PT,030003ACEE,,,71,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/9/2015,9,0.631944444,Blue/Y,R PT,03000214A1,,,65,,F3H,F,,,DUPLICATE COLOR CODE,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/9/2015,9,0.631944444,PURPLE PT,,0700EDDE1E,030003142F,,71,,F3H,,,,formerly blue/g;R PT 030003142F - rebanded due to large growth on R leg,,,,,,,N,N,N,Y,N,N,N,N,Y,N,,,,,,,Y - F4H 11/11,
H,1/9/2015,9,0.586805556,R PT,Blue/Y,030002E401,,,71.5,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,1/9/2015,9,0.627083333,R PT,Blue/Grey,0300025603,,,67.5,H371,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,  ,,,,,,,Y-F4H 9/11/15; F4H 11/6,
H,1/9/2015,9,0.631944444,R PT,Blue/O,0300022A87,,,72,,F3H,,,,KILLED LATE 2015,,,,,,,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,,
H,1/9/2015,9,0.631944444,R/S2720-43454,BLUE PT,0700EDDD15,,,71,,F3H,,adult,originally banded F4H 2013 ,,Y - formerly S; LG/R,,,,,,N,N,N,N,Y,N,N,N,N,Y,,,,,,,,
H,1/9/2015,9,0.631944444,S2720-43456/R,BLUE PT,0700EE0988,,,71,H103,F3H,M,adult,originally banded F4H 2013,,Y- formerly S; B/R ,,,,,BOX 27 H,N,N,N,Y,Y,N,N,N,Y,Y,,,,,,,Y-F4H 11/6,
H,3/21/2015,80,0.510416667,Blue/Grey,R PT,030001E59A,,12.27,69.5,H336,F3H,F,,,Recaptured 8/21/15 with Black/LG;RPT (0700EE34A2),,,,,BOX 29-1 H,BOX UNKNOWN,N,N,N,Y,N,N,N,N,Y,Y,,,,,,,Y-F3H 8/21; F3H 10/2,
H,3/21/2015,80,0.504166667,Blue/O,R PT,03000336E9,,12.74,72,,F3H,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,3/21/2015,80,0.493055556,Blue/Y,R PT,0700EE2010,,,67,,F3H,F,,,DUPLICATE COLOR CODE,,,,,,,N,N,N,N,N,N,N,N,N,N,,,,,,,,
H,6/18/2015,169,,R PT,LG/Blue,030002F09C,,,69,H47,BOX B11 H,F,adult,,,,,,BOX B5-1; BOX B9 H,BOX B5-1 H,BOX B11 H,N,N,N,N,,N,N,Y,N,,,,,,,,,
H,6/18/2015,169,,R PT,LB/Blue,03000241BF,,,65.5,H61,BOX B30 H,F,adult,,,,,,,,BOX B30 H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/18/2015,169,,R PT,G/Blue,0700EE429E,,,71,H62,BOX B30 H,M,adult,,,,,,,,BOX B30 H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/23/2015,,,R PT,Y/Blue,030003A2AF,,,66,H46,BOX B5-1 H,F,adult,,,,,,,BOX B5-1 H,BOX B5-1 H,N,N,N,N,,N,N,N,N,,,,,,,,Y-F1H 11/4/15,
H,6/24/2015,175,,Black/Blue,R PT,030002434A,,,66,H50,BOX 13 H,F,adult,,,,,,,,BOX 13 H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/24/2015,175,,G/Blue,R PT,0700EE085D,,,69,H52,BOX 7 H,F,adult,,,,,,,,BOX 7 H,N,N,N,N,,N,Y,N,N,,,,,,,,,
H,6/24/2015,175,,LB/Blue,R PT,0700EDFA13,,,73,H51,BOX 7 H,M,adult,,,,,,,,BOX 7 H,N,N,N,N,,N,N,N,N,,,,,,,,Y - F2H 10/7; F2H 10/14,
H,6/24/2015,175,,LG/Blue,R PT,0700EDA221,0700EDDE2F,,74,H53,BOX 33_4 H,M,adult,,,,BOX 32 H,BOX 33-2 H,BOX 20 H,BOX 17-2 H; BOX 18 H,BOX 33-4 H,Y,Y,Y,Y,,Y,Y,Y,Y,,Y-HEAR 3,,F5H 10/02,,,Y-F4H 12/26/2016,,
H,6/24/2015,175,,R PT,O/Blue,0700EDF8A1,,,65.5,H48,BOX 1 H,F,adult,,,,,,BOX 18A H,BOX 8A H,BOX 1 H,N,N,Y,Y,,N,Y,Y,Y,,Y-HEAR 1,Y-HEAR 1,,,F1H 12/13,,Y-F1H 9/7/15; F1H 9/21/15; F1H 10/7,
H,6/24/2015,175,,R PT,Grey/Blue,0300026CA0,,,67,H49; H691,BOX 4A H,F,adult,,,,,BOX 4A H,BOX 5A H,BOX 4A H,BOX 4A H,N,N,N,N,,N,N,N,Y,,Y-HEAR 1,,,,F2H 9/8; F1H 12/22/17,,Y-F1H 10/30/15,
H,6/24/2015,175,,Y/Blue,R PT,0300019F10,,,67,H60,BOX 33_4 H,F,adult,,,,,,,BOX 17-2 H; BOX 18 H,BOX 33-4 H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/26/2015,177,,Grey/Blue,R PT,0300034DB4,,,69,H64,BOX 14 H,F,adult,,,,,,,BOX 17-1 H,BOX 14 H,N,N,N,N,,N,N,N,N,,,,,,,Y-F2H 12/22/2016,,
H,6/26/2015,177,,O/Blue,R PT,0700EE20B2,0700EE3582,,70,"H63, H816",BOX 14 H,M,adult,,,,BOX 18-3 H,BOX 13 H,BOX 15 H,BOX 33 H,BOX 14 H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/26/2015,177,,R PT,G/LB,030001EA7A,,,71,H66,BOX 12A H,M,adult,,,,,,,,BOX 12A H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/26/2015,177,,R PT,G/LG,0700EE3BE9,,,71,H67,BOX 12A H,F,adult,,,,,,,,BOX 12A H,N,N,N,N,,N,N,N,N,,,,,,,,,
H,6/26/2015,177,,R PT,G/Black,0700EE0D2C,,,70,H68,BOX 8A H,M,adult,,,,,,,,BOX 8A H,N,N,N,Y,,N,N,N,Y,,,,,,,,Y-F1H 9/7; F2 11/11,
H,6/26/2015,177,,R PT,G/O,0700EDB659,,,65,H76,BOX 8A H,F,adult,,,,,,,,BOX 8A H,N,N,N,N,,N,N,N,Y,,,,,,,,Y-F2H 10/30,
H,6/26/2015,177,,R/S2540-39410,Y PT,0300023011,,,67,H65; H383,BOX 22_1 H,F,adult,S banded 2013 as chick box 11,DUPLICATE COLOR CODE,,,,,,BOX 22-1 H,N,N,N,N,,N,N,N,Y,,,,,,,,Y-F2H 9/21/15,
H,6/28/2015,179,,G/Black,R PT,0700EE03DE,,,70,H81,BOX 18_2 H,F,adult,,,,,,,BOX 20 H,BOX 18-2 H,N,N,N,N,,N,N,N,Y,,Y-HEAR 3,,,,,,,
